HH,Div,Date,HomeTeam,AwayTeam,FTR,HST,AST,HC,AC,HAS,HDS,AAS,ADS,Result,match_api_id,home_team_buildUpPlaySpeed,home_team_buildUpPlayPassing,home_team_chanceCreationPassing,home_team_chanceCreationCrossing,home_team_chanceCreationShooting,home_team_defencePressure,home_team_defenceAggression,home_team_defenceTeamWidth,home_team_avg_shots,home_team_avg_corners,home_team_avg_crosses,away_team_buildUpPlaySpeed,away_team_buildUpPlayPassing,away_team_chanceCreationPassing,away_team_chanceCreationCrossing,away_team_chanceCreationShooting,away_team_defencePressure,away_team_defenceAggression,away_team_defenceTeamWidth,away_team_avg_shots,away_team_avg_corners,away_team_avg_crosses,home_team_goals_difference,away_team_goals_difference,games_won_home_team,games_won_away_team,games_against_won,games_against_lost,B365H,B365D,B365A,League_1729.0,League_4769.0,League_7809.0,League_10257.0,League_13274.0,League_19694.0,League_21518.0,home_player_1_overall_rating,home_player_2_overall_rating,home_player_3_overall_rating,home_player_4_overall_rating,home_player_5_overall_rating,home_player_6_overall_rating,home_player_7_overall_rating,home_player_8_overall_rating,home_player_9_overall_rating,home_player_10_overall_rating,home_player_11_overall_rating,away_player_1_overall_rating,away_player_2_overall_rating,away_player_3_overall_rating,away_player_4_overall_rating,away_player_5_overall_rating,away_player_6_overall_rating,away_player_7_overall_rating,away_player_8_overall_rating,away_player_9_overall_rating,away_player_10_overall_rating,away_player_11_overall_rating,outcome,country_id,league_id,season,stage,date,home_team_api_id,away_team_api_id,home_team_long_name,home_team_short_name,away_team_long_name,away_team_short_name
5471,E0,12/13/2014 0:00,Burnley,Southampton,H,2,4,2,5,0.084242359,0.1491664229306815,0.5001462415911085,0.5400151204233719,1,1724133,48,74,72,59,58,54,57,58,9.776315789473683,9.906666666666666,20.098684210526315,47,40,42,56,51,62,64,44,11.921052631578949,12,20.098684210526315,0,-3,2,1,0,0,5.5,3.75,1.73,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,72,65,73,69,69,69,70,69,69,72,75,76,76,78,74,76,76,59,80,75,77,Win,1729,1729,2014/2015,16,12/13/2014 0:00,8191,8466,Burnley,BUR,Southampton,SOU
5484,E0,12/20/2014 0:00,Southampton,Everton,H,3,4,4,6,0.5680959066853872,0.5527932143901726,0.9564200058496636,0.8964250999027973,1,1724148,47,40,42,56,51,62,64,44,11.921052631578949,12,19.11842105263158,61,42,39,59,48,52,58,60,12.289473684210526,12.370860927152318,19.11842105263158,-6,1,0,2,1,1,2.45,3.5,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,78,76,71,76,62,74,76,74,77,76,82,79,79,77,82,80,71,75,81,78,80,Win,1729,1729,2014/2015,17,12/20/2014 0:00,8466,8668,Southampton,SOU,Everton,EVE
5487,E0,12/21/2014 0:00,Liverpool,Arsenal,D,10,3,10,6,1.2333945350469817,0.6902603100321731,1.4711904065516237,0.7387406847391728,0,1724144,71,32,34,41,61,51,48,62,14.88157894736842,14.930693069306932,21.082236842105264,59,26,28,55,64,51,44,52,13.93092105263158,14.163879598662207,21.082236842105264,-2,3,2,3,1,1,2.8,3.5,2.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,78,81,80,78,79,82,78,81,80,79,80,71,80,82,78,77,78,84,84,79,78,Draw,1729,1729,2014/2015,17,12/21/2014 0:00,8650,9825,Liverpool,LIV,Arsenal,ARS
5491,E0,12/26/2014 0:00,Burnley,Liverpool,A,0,3,8,2,0.084242359,0.1491664229306815,1.3073998245100908,0.797062318,-1,1724153,48,74,72,59,58,54,57,58,9.776315789473683,9.906666666666666,19.44407894736842,71,32,34,41,61,51,48,62,14.88157894736842,14.930693069306932,19.44407894736842,-2,0,1,2,0,2,4.75,3.8,1.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,72,66,73,69,69,69,70,69,69,72,71,78,81,80,78,82,79,78,81,80,79,Defeat,1729,1729,2014/2015,18,12/26/2014 0:00,8191,8650,Burnley,BUR,Liverpool,LIV
5493,E0,12/26/2014 0:00,Crystal Palace,Southampton,A,4,6,8,4,0.1706447780537855,0.2690845276396607,0.5001462415911085,0.5400151204233719,-1,1724155,61,68,67,62,52,36,34,48,10.192982456140353,10.468468468468467,20.098684210526315,47,40,42,56,51,62,64,44,11.921052631578949,12,20.098684210526315,-4,-3,0,1,0,2,3.75,3.4,2.15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,70,75,73,74,72,75,72,73,70,74,75,76,71,74,74,76,78,80,74,77,75,Defeat,1729,1729,2014/2015,18,12/26/2014 0:00,9826,8466,Crystal Palace,CRY,Southampton,SOU
5500,E0,12/28/2014 0:00,Aston Villa,Sunderland,D,3,3,4,4,0.8143428015984447,0.9973676513600468,0.6405381690552794,0.9158656442380386,0,1724162,66,72,63,48,56,39,42,52,10.4375,10.75593220338983,16.61513157894737,60,61,56,44,58,41,38,53,10.24342105263158,10.591836734693878,16.61513157894737,0,-4,2,1,2,0,2.35,3.3,3.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78,72,80,73,73,75,76,75,73,80,75,74,73,75,75,70,72,77,72,69,72,76,Draw,1729,1729,2014/2015,19,12/28/2014 0:00,10252,8472,Aston Villa,AVL,Sunderland,SUN
5505,E0,12/28/2014 0:00,Southampton,Chelsea,D,1,1,4,6,0.5680959066853872,0.5527932143901726,1.389295115530857,0.6199373582460309,0,1724168,47,40,42,56,51,62,64,44,11.921052631578949,12,19.730263157894736,67,38,41,61,68,39,41,46,15.513157894736842,15.61589404,19.730263157894736,2,8,2,4,1,2,4.75,3.75,1.83,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,78,76,71,60,76,76,80,80,77,75,86,81,81,83,82,83,78,81,85,88,85,Draw,1729,1729,2014/2015,19,12/28/2014 0:00,8466,8455,Southampton,SOU,Chelsea,CHE
5510,E0,1/1/2015 0:00,Aston Villa,Crystal Palace,D,3,0,5,2,0.8143428015984447,0.9973676513600468,0.2369113775957883,0.2592072578032185,0,1724172,66,72,63,48,56,39,42,52,10.4375,10.75593220338983,18.25438596491228,61,68,67,62,52,36,34,48,10.192982456140353,10.468468468468467,18.25438596491228,-1,-5,1,0,1,2,2.4,3.3,3.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78,72,80,73,73,75,76,67,73,80,73,75,70,75,73,74,72,74,72,73,72,74,Draw,1729,1729,2014/2015,20,1/1/2015 0:00,10252,9826,Aston Villa,AVL,Crystal Palace,CRY
5516,E0,1/1/2015 0:00,Southampton,Arsenal,H,6,6,2,7,0.5680959066853872,0.5527932143901726,1.4711904065516237,0.7387406847391728,1,1724178,47,40,42,56,51,62,64,44,11.921052631578949,12,21.082236842105264,59,26,28,55,64,51,44,52,13.93092105263158,14.163879598662207,21.082236842105264,3,4,2,3,0,2,2.9,3.4,2.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,78,76,74,74,74,76,76,75,80,77,80,80,82,82,78,70,71,78,84,80,84,Win,1729,1729,2014/2015,20,1/1/2015 0:00,8466,9825,Southampton,SOU,Arsenal,ARS
5525,E0,1/10/2015 0:00,Sunderland,Liverpool,A,1,4,6,6,0.5875364510206286,0.8832992102954081,1.3073998245100908,0.797062318,-1,1724189,60,61,56,44,58,41,38,53,10.24342105263158,10.591836734693878,19.44407894736842,71,32,34,41,61,51,48,62,14.88157894736842,14.930693069306932,19.44407894736842,-2,-2,1,1,0,2,4.5,3.6,1.91,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,73,75,75,71,72,77,72,69,77,72,80,73,81,80,79,78,78,82,81,78,75,Defeat,1729,1729,2014/2015,21,1/10/2015 0:00,8472,8650,Sunderland,SUN,Liverpool,LIV
5530,E0,1/17/2015 0:00,Aston Villa,Liverpool,A,4,5,9,5,0.8143428015984447,0.9973676513600468,1.3073998245100908,0.797062318,-1,1724192,66,72,63,48,56,39,42,52,10.4375,10.75593220338983,19.44407894736842,71,32,34,41,61,51,48,62,14.88157894736842,14.930693069306932,19.44407894736842,-2,-1,0,2,1,1,4.5,3.6,1.91,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78,72,74,71,73,72,76,75,75,73,80,79,73,81,80,78,78,79,78,80,75,81,Defeat,1729,1729,2014/2015,22,1/17/2015 0:00,10252,8650,Aston Villa,AVL,Liverpool,LIV
5531,E0,1/17/2015 0:00,Burnley,Crystal Palace,A,4,4,5,7,0.084242359,0.1491664229306815,0.2369113775957883,0.2592072578032185,-1,1724193,48,74,72,59,58,54,57,58,9.776315789473683,9.906666666666666,18.25438596491228,61,68,67,62,52,36,34,48,10.192982456140353,10.468468468468467,18.25438596491228,-1,-4,1,1,0,0,2.55,3.25,3.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,72,74,67,69,69,69,70,71,70,73,75,73,73,75,74,72,72,73,74,71,69,Defeat,1729,1729,2014/2015,22,1/17/2015 0:00,8191,9826,Burnley,BUR,Crystal Palace,CRY
5541,E0,1/31/2015 0:00,Crystal Palace,Everton,A,3,2,6,1,0.1706447780537855,0.2690845276396607,0.9564200058496636,0.8964250999027973,-1,1724204,61,68,67,62,52,36,34,48,10.192982456140353,10.468468468468467,19.11842105263158,61,42,39,59,48,52,58,60,12.289473684210526,12.370860927152318,19.11842105263158,0,-4,2,0,2,0,2.8,3.3,2.75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,73,75,73,74,72,73,72,71,75,69,70,80,75,79,82,72,80,78,76,80,80,Defeat,1729,1729,2014/2015,23,1/31/2015 0:00,9826,8668,Crystal Palace,CRY,Everton,EVE
5546,E0,1/31/2015 0:00,Sunderland,Burnley,H,3,4,6,3,0.5875364510206286,0.8832992102954081,0.090669786,0.1814450804622529,1,1724210,60,61,56,44,58,41,38,53,10.24342105263158,10.591836734693878,15.092105263157896,48,74,72,59,58,54,57,58,9.776315789473683,9.906666666666666,15.092105263157896,-5,-1,0,1,1,1,2.25,3.3,3.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,74,73,75,71,72,72,69,77,80,72,72,72,67,74,69,71,69,70,69,70,73,Win,1729,1729,2014/2015,23,1/31/2015 0:00,8472,8191,Sunderland,SUN,Burnley,BUR
5548,E0,2/1/2015 0:00,Arsenal,Aston Villa,H,8,2,7,7,1.429960038881089,0.739982451,0.9973676513600468,1.0821903013284373,1,1724202,59,26,28,55,64,51,44,52,13.93092105263158,14.163879598662207,18.93092105263158,66,72,63,48,56,39,42,52,10.4375,10.75593220338983,18.93092105263158,5,-4,4,0,2,1,1.25,6.5,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,64,82,82,75,72,82,81,84,86,79,78,72,75,73,73,75,76,75,74,80,73,Win,1729,1729,2014/2015,23,2/1/2015 0:00,9825,10252,Arsenal,ARS,Aston Villa,AVL
5550,E0,2/7/2015 0:00,Aston Villa,Chelsea,A,1,5,7,7,0.8143428015984447,0.9973676513600468,1.389295115530857,0.6199373582460309,-1,1724212,66,72,63,48,56,39,42,52,10.4375,10.75593220338983,19.730263157894736,67,38,41,61,68,39,41,46,15.513157894736842,15.61589404,19.730263157894736,-8,5,0,2,1,2,10,5.25,1.36,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78,72,75,73,73,75,75,72,74,73,73,86,81,81,83,81,81,83,82,84,88,81,Defeat,1729,1729,2014/2015,24,2/7/2015 0:00,10252,8455,Aston Villa,AVL,Chelsea,CHE
5551,E0,2/7/2015 0:00,Everton,Liverpool,D,1,6,3,6,1.0389890916945674,0.9534951740274936,1.3073998245100908,0.797062318,0,1724214,61,42,39,59,48,52,58,60,12.289473684210526,12.370860927152318,19.44407894736842,71,32,34,41,61,51,48,62,14.88157894736842,14.930693069306932,19.44407894736842,-2,6,1,4,0,1,3.4,3.4,2.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,80,75,79,69,80,80,72,76,80,80,79,73,80,80,68,79,78,78,81,81,82,Draw,1729,1729,2014/2015,24,2/7/2015 0:00,8668,8650,Everton,EVE,Liverpool,LIV
5564,E0,2/11/2015 0:00,Chelsea,Everton,H,7,4,10,2,1.404039313100767,0.6931851418543434,0.9564200058496636,0.8964250999027973,1,1724229,67,38,41,61,68,39,41,46,15.513157894736842,15.61589404,19.11842105263158,61,42,39,59,48,52,58,60,12.289473684210526,12.370860927152318,19.11842105263158,6,-1,3,1,2,1,1.33,5.5,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,85,81,75,83,81,81,83,81,82,88,80,81,80,75,79,69,72,80,78,76,78,80,Win,1729,1729,2014/2015,25,2/11/2015 0:00,8455,8668,Chelsea,CHE,Everton,EVE
5571,E0,2/21/2015 0:00,Chelsea,Burnley,D,5,5,7,7,1.404039313100767,0.6931851418543434,0.090669786,0.1814450804622529,0,1724233,67,38,41,61,68,39,41,46,15.513157894736842,15.61589404,15.092105263157896,48,74,72,59,58,54,57,58,9.776315789473683,9.906666666666666,15.092105263157896,9,-4,4,1,3,0,1.2,7.5,17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,86,81,75,83,81,83,85,81,84,88,85,72,73,67,74,69,71,69,70,71,70,74,Draw,1729,1729,2014/2015,26,2/21/2015 0:00,8455,8191,Chelsea,CHE,Burnley,BUR
5572,E0,2/21/2015 0:00,Crystal Palace,Arsenal,A,3,4,10,1,0.1706447780537855,0.2690845276396607,1.4711904065516237,0.7387406847391728,-1,1724234,61,68,67,62,52,36,34,48,10.192982456140353,10.468468468468467,21.082236842105264,59,26,28,55,64,51,44,52,13.93092105263158,14.163879598662207,21.082236842105264,2,10,3,4,0,3,4.75,3.75,1.83,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,74,75,73,74,74,70,72,72,71,70,77,71,82,82,76,72,85,85,86,78,79,Defeat,1729,1729,2014/2015,26,2/21/2015 0:00,9826,9825,Crystal Palace,CRY,Arsenal,ARS
5578,E0,2/22/2015 0:00,Southampton,Liverpool,A,5,4,6,1,0.5680959066853872,0.5527932143901726,1.3073998245100908,0.797062318,-1,1724238,47,40,42,56,51,62,64,44,11.921052631578949,12,19.44407894736842,71,32,34,41,61,51,48,62,14.88157894736842,14.930693069306932,19.44407894736842,5,6,4,4,1,2,2.63,3.3,2.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,77,77,71,61,74,76,76,74,77,75,79,79,80,72,68,78,76,78,80,81,81,Defeat,1729,1729,2014/2015,26,2/22/2015 0:00,8466,8650,Southampton,SOU,Liverpool,LIV
5586,E0,3/1/2015 0:00,Arsenal,Everton,H,4,2,8,9,1.429960038881089,0.739982451,0.9564200058496636,0.8964250999027973,1,1724242,59,26,28,55,64,51,44,52,13.93092105263158,14.163879598662207,19.11842105263158,61,42,39,59,48,52,58,60,12.289473684210526,12.370860927152318,19.11842105263158,8,0,4,1,0,1,1.57,4.5,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,64,77,82,78,72,85,78,86,79,85,80,80,75,79,64,80,80,73,80,80,78,Win,1729,1729,2014/2015,27,3/1/2015 0:00,9825,8668,Arsenal,ARS,Everton,EVE
5590,E0,3/3/2015 0:00,Southampton,Crystal Palace,H,3,3,10,2,0.5680959066853872,0.5527932143901726,0.2369113775957883,0.2592072578032185,1,1724255,47,40,42,56,51,62,64,44,11.921052631578949,12,18.25438596491228,61,68,67,62,52,36,34,48,10.192982456140353,10.468468468468467,18.25438596491228,-1,1,2,2,3,0,1.7,3.8,5.75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,77,77,71,75,76,80,75,74,75,77,75,74,75,73,73,73,74,72,72,74,71,Win,1729,1729,2014/2015,28,3/3/2015 0:00,8466,9826,Southampton,SOU,Crystal Palace,CRY
5591,E0,3/4/2015 0:00,Liverpool,Burnley,H,8,1,6,5,1.2333945350469817,0.6902603100321731,0.090669786,0.1814450804622529,1,1724257,71,32,34,41,61,51,48,62,14.88157894736842,14.930693069306932,15.092105263157896,48,74,72,59,58,54,57,58,9.776315789473683,9.906666666666666,15.092105263157896,6,-5,4,0,3,0,1.36,5.25,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79,72,80,79,76,78,78,81,81,80,83,72,73,68,74,70,71,69,70,71,70,74,Win,1729,1729,2014/2015,28,3/4/2015 0:00,8650,8191,Liverpool,LIV,Burnley,BUR
5603,E0,3/14/2015 0:00,Sunderland,Aston Villa,A,2,8,2,5,0.5875364510206286,0.8832992102954081,0.9973676513600468,1.0821903013284373,-1,1724269,60,61,56,44,58,41,38,53,10.24342105263158,10.591836734693878,18.93092105263158,66,72,63,48,56,39,42,52,10.4375,10.75593220338983,18.93092105263158,-4,-4,0,1,0,1,2.38,3.25,3.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,74,75,75,71,72,72,76,77,76,80,78,67,75,74,73,75,75,72,75,73,80,Defeat,1729,1729,2014/2015,29,3/14/2015 0:00,8472,10252,Sunderland,SUN,Aston Villa,AVL
5605,E0,3/15/2015 0:00,Chelsea,Southampton,D,7,5,9,2,1.404039313100767,0.6931851418543434,0.5001462415911085,0.5400151204233719,0,1724264,67,38,41,61,68,39,41,46,15.513157894736842,15.61589404,20.098684210526315,47,40,42,56,51,62,64,44,11.921052631578949,12,20.098684210526315,3,-1,3,2,2,0,1.62,4,6.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,86,81,81,83,81,85,83,82,84,88,85,75,77,78,78,75,76,81,76,74,81,76,Draw,1729,1729,2014/2015,29,3/15/2015 0:00,8455,8466,Chelsea,CHE,Southampton,SOU
5612,E0,3/21/2015 0:00,Southampton,Burnley,H,3,3,10,5,0.5680959066853872,0.5527932143901726,0.090669786,0.1814450804622529,1,1724278,47,40,42,56,51,62,64,44,11.921052631578949,12,15.092105263157896,48,74,72,59,58,54,57,58,9.776315789473683,9.906666666666666,15.092105263157896,-2,-4,1,1,0,1,1.4,4.5,7.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,77,78,78,75,76,81,80,76,73,77,72,73,68,74,70,71,70,70,70,70,74,Win,1729,1729,2014/2015,30,3/21/2015 0:00,8466,8191,Southampton,SOU,Burnley,BUR
5619,E0,4/4/2015 0:00,Arsenal,Liverpool,H,10,2,6,5,1.429960038881089,0.739982451,1.3073998245100908,0.797062318,1,1724282,59,26,28,55,64,51,44,52,13.93092105263158,14.163879598662207,19.44407894736842,71,32,34,41,61,51,48,62,14.88157894736842,14.930693069306932,19.44407894736842,8,5,5,4,1,1,1.83,3.75,4.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,65,82,82,76,74,82,85,86,85,79,79,72,78,80,78,79,79,76,78,80,82,Win,1729,1729,2014/2015,31,4/4/2015 0:00,9825,8650,Arsenal,ARS,Liverpool,LIV
5621,E0,4/4/2015 0:00,Everton,Southampton,H,1,2,4,10,1.0389890916945674,0.9534951740274936,0.5001462415911085,0.5400151204233719,1,1724286,61,42,39,59,48,52,58,60,12.289473684210526,12.370860927152318,20.098684210526315,47,40,42,56,51,62,64,44,11.921052631578949,12,20.098684210526315,0,0,2,2,1,2,2.63,3.2,2.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79,80,75,79,81,80,80,78,78,76,76,70,77,78,78,75,76,81,74,76,75,77,Win,1729,1729,2014/2015,31,4/4/2015 0:00,8668,8466,Everton,EVE,Southampton,SOU
5630,E0,4/11/2015 0:00,Burnley,Arsenal,A,4,5,1,6,0.084242359,0.1491664229306815,1.4711904065516237,0.7387406847391728,-1,1724292,48,74,72,59,58,54,57,58,9.776315789473683,9.906666666666666,21.082236842105264,59,26,28,55,64,51,44,52,13.93092105263158,14.163879598662207,21.082236842105264,-4,10,1,5,0,2,6.5,4.33,1.57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,73,68,74,70,71,70,70,70,70,74,77,68,82,82,77,75,82,86,85,85,79,Defeat,1729,1729,2014/2015,32,4/11/2015 0:00,8191,9825,Burnley,BUR,Arsenal,ARS
5632,E0,4/11/2015 0:00,Sunderland,Crystal Palace,A,3,5,8,4,0.5875364510206286,0.8832992102954081,0.2369113775957883,0.2592072578032185,-1,1724297,60,61,56,44,58,41,38,53,10.24342105263158,10.591836734693878,18.25438596491228,61,68,67,62,52,36,34,48,10.192982456140353,10.468468468468467,18.25438596491228,-6,5,1,4,1,1,2.9,3.2,2.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,70,73,75,71,76,75,69,80,76,72,75,74,76,73,74,75,73,74,72,74,71,Defeat,1729,1729,2014/2015,32,4/11/2015 0:00,8472,9826,Sunderland,SUN,Crystal Palace,CRY
5642,E0,4/18/2015 0:00,Everton,Burnley,H,8,1,5,6,1.0389890916945674,0.9534951740274936,0.090669786,0.1814450804622529,1,1724306,61,42,39,59,48,52,58,60,12.289473684210526,12.370860927152318,15.092105263157896,48,74,72,59,58,54,57,58,9.776315789473683,9.906666666666666,15.092105263157896,3,-4,3,1,2,1,1.73,3.8,5.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79,80,75,79,81,79,78,80,78,80,76,72,73,68,74,70,71,70,70,70,74,70,Win,1729,1729,2014/2015,33,4/18/2015 0:00,8668,8191,Everton,EVE,Burnley,BUR
5655,E0,4/26/2015 0:00,Arsenal,Chelsea,D,1,3,6,2,1.429960038881089,0.739982451,1.389295115530857,0.6199373582460309,0,1724312,59,26,28,55,64,51,44,52,13.93092105263158,14.163879598662207,19.730263157894736,67,38,41,61,68,39,41,46,15.513157894736842,15.61589404,19.730263157894736,9,4,5,4,0,2,2.4,3.3,3.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,68,82,82,77,75,82,86,85,85,80,86,81,81,83,81,83,85,81,88,82,84,Draw,1729,1729,2014/2015,34,4/26/2015 0:00,9825,8455,Arsenal,ARS,Chelsea,CHE
5659,E0,5/2/2015 0:00,Aston Villa,Everton,H,4,5,5,3,0.8143428015984447,0.9973676513600468,0.9564200058496636,0.8964250999027973,1,1724322,66,72,63,48,56,39,42,52,10.4375,10.75593220338983,19.11842105263158,61,42,39,59,48,52,58,60,12.289473684210526,12.370860927152318,19.11842105263158,-3,6,1,4,0,3,2.75,3.3,2.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,67,80,75,73,75,72,68,75,75,80,79,80,75,80,81,78,80,79,80,76,80,Win,1729,1729,2014/2015,35,5/2/2015 0:00,10252,8668,Aston Villa,AVL,Everton,EVE
5663,E0,5/2/2015 0:00,Sunderland,Southampton,H,6,2,1,1,0.5875364510206286,0.8832992102954081,0.5001462415911085,0.5400151204233719,1,1724328,60,61,56,44,58,41,38,53,10.24342105263158,10.591836734693878,20.098684210526315,47,40,42,56,51,62,64,44,11.921052631578949,12,20.098684210526315,-7,2,1,2,0,1,4.2,3.4,2.05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,70,71,74,71,75,72,69,69,80,72,70,77,78,72,75,78,76,76,74,74,77,Win,1729,1729,2014/2015,35,5/2/2015 0:00,8472,8466,Sunderland,SUN,Southampton,SOU
5666,E0,5/3/2015 0:00,Chelsea,Crystal Palace,H,7,1,3,6,1.404039313100767,0.6931851418543434,0.2369113775957883,0.2592072578032185,1,1724323,67,38,41,61,68,39,41,46,15.513157894736842,15.61589404,18.25438596491228,61,68,67,62,52,36,34,48,10.192982456140353,10.468468468468467,18.25438596491228,5,1,4,3,2,1,1.36,5.25,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,86,81,81,83,81,82,83,82,85,88,81,75,70,76,73,74,73,72,70,74,72,75,Win,1729,1729,2014/2015,35,5/3/2015 0:00,8455,9826,Chelsea,CHE,Crystal Palace,CRY
5671,E0,5/9/2015 0:00,Everton,Sunderland,A,4,3,15,1,1.0389890916945674,0.9534951740274936,0.6405381690552794,0.9158656442380386,-1,1724336,61,42,39,59,48,52,58,60,12.289473684210526,12.370860927152318,16.61513157894737,60,61,56,44,58,41,38,53,10.24342105263158,10.591836734693878,16.61513157894737,4,-2,3,2,1,1,1.8,3.75,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79,80,75,80,81,79,78,80,78,76,80,75,70,71,74,71,69,75,72,80,69,72,Defeat,1729,1729,2014/2015,36,5/9/2015 0:00,8668,8472,Everton,EVE,Sunderland,SUN
5676,E0,5/10/2015 0:00,Chelsea,Liverpool,D,3,4,6,4,1.404039313100767,0.6931851418543434,1.3073998245100908,0.797062318,0,1724334,67,38,41,61,68,39,41,46,15.513157894736842,15.61589404,19.44407894736842,71,32,34,41,61,51,48,62,14.88157894736842,14.930693069306932,19.44407894736842,5,-1,4,2,3,0,2.1,3.5,3.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,86,81,75,83,81,85,78,56,82,88,80,80,72,80,79,76,79,81,82,80,76,80,Draw,1729,1729,2014/2015,36,5/10/2015 0:00,8455,8650,Chelsea,CHE,Liverpool,LIV
5680,E0,5/16/2015 0:00,Liverpool,Crystal Palace,A,3,6,4,5,1.2333945350469817,0.6902603100321731,0.2369113775957883,0.2592072578032185,-1,1724343,71,32,34,41,61,51,48,62,14.88157894736842,14.930693069306932,18.25438596491228,61,68,67,62,52,36,34,48,10.192982456140353,10.468468468468467,18.25438596491228,2,-3,2,1,1,1,1.45,4.75,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,73,80,79,70,81,79,79,82,80,80,72,74,73,76,74,73,72,72,72,75,75,Defeat,1729,1729,2014/2015,37,5/16/2015 0:00,8650,9826,Liverpool,LIV,Crystal Palace,CRY
5682,E0,5/16/2015 0:00,Southampton,Aston Villa,H,11,4,6,3,0.5680959066853872,0.5527932143901726,0.9973676513600468,1.0821903013284373,1,1724346,47,40,42,56,51,62,64,44,11.921052631578949,12,18.93092105263158,66,72,63,48,56,39,42,52,10.4375,10.75593220338983,18.93092105263158,-2,2,1,3,0,1,1.75,3.8,5.25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,76,78,78,75,76,76,74,74,76,77,74,71,75,80,72,75,72,76,75,81,71,Win,1729,1729,2014/2015,37,5/16/2015 0:00,8466,10252,Southampton,SOU,Aston Villa,AVL
5689,E0,5/20/2015 0:00,Arsenal,Sunderland,D,8,3,5,2,1.429960038881089,0.739982451,0.6405381690552794,0.9158656442380386,0,1724302,59,26,28,55,64,51,44,52,13.93092105263158,14.163879598662207,16.61513157894737,60,61,56,44,58,41,38,53,10.24342105263158,10.591836734693878,16.61513157894737,2,0,2,2,3,0,1.3,6,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,68,82,82,77,82,85,81,86,85,80,75,70,71,74,71,77,75,72,80,70,72,Draw,1729,1729,2014/2015,33,5/20/2015 0:00,9825,8472,Arsenal,ARS,Sunderland,SUN
5691,E0,5/24/2015 0:00,Aston Villa,Burnley,A,5,3,7,2,0.8143428015984447,0.9973676513600468,0.090669786,0.1814450804622529,-1,1724353,66,72,63,48,56,39,42,52,10.4375,10.75593220338983,15.092105263157896,48,74,72,59,58,54,57,58,9.776315789473683,9.906666666666666,15.092105263157896,-3,-2,3,1,1,0,2.1,3.6,3.75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,71,71,80,75,75,76,72,73,71,81,72,73,68,74,70,71,70,70,67,70,74,Defeat,1729,1729,2014/2015,38,5/24/2015 0:00,10252,8191,Aston Villa,AVL,Burnley,BUR
